instances,instance_hardness
334,0.3007668173725546
335,0.17713459719358116
336,0.16319772013743084
337,0.14808197718420701
338,0.2733189377451959
339,0.18255156140328888
340,0.15642668327377818
341,0.11700790887119195
342,0.13736911989833733
343,0.15206259416848555
344,0.11159775795061255
345,0.7455962717011625
346,0.23695314413467095
347,0.14260533064956016
348,0.5287547620321584
349,0.18429846171976316
350,0.15713351772976192
351,0.13458047999097844
352,0.11023251208113294
353,0.24784889499204787
354,0.19979785069830835
355,0.14386836711068196
356,0.1885304644510598
357,0.1382286516588418
358,0.2103353031866284
359,0.15502585323884666
360,0.18019403442547022
361,0.10715482724845471
362,0.13787408175123916
363,0.17069439508209394
364,0.32289520671947125
365,0.32405230473079627
366,0.1456573883962452
367,0.1915827402308512
368,0.17348256621064795
369,0.18447967104120033
370,0.21803441381394784
371,0.18496781370065984
372,0.1658509337695191
373,0.11247391200547041
374,0.3085309129118855
375,0.1555942189021695
376,0.18152358837042915
377,0.31652569647542095
378,0.10114255638115344
379,0.11257017864028818
380,0.21385372134141323
381,0.21046584251816525
382,0.14459091862657858
383,0.15133966916766695
384,0.1887627269652017
385,0.33412587884444533
386,0.357912815794596
387,0.1508163634849936
388,0.15693148654052846
389,0.15619637248162188
390,0.19010487758731975
391,0.1478721406557295
392,0.12859191391564395
393,0.09876927549793779
394,0.20359057556377502
395,0.1497933371114668
396,0.15300449224610146
397,0.3360834489483179
398,0.12706785710827773
399,0.115796831717489
400,0.11435765252918595
401,0.20204483990466904
402,0.1447017422711181
403,0.18320722376127507
404,0.4279013993065156
405,0.15566357806858466
406,0.3607309113856104
407,0.1251826039688655
408,0.19569010502686823
409,0.1823121501456927
410,0.2141780955739322
411,0.13941214074686648
412,0.36044045399866176
413,0.33854504706594
414,0.19196992376497557
415,0.1543744814995489
416,0.32568262912586476
417,0.2215709445253573
418,0.17080108702582442
419,0.3790369860304442
420,0.1336706347277663
421,0.11913404100382796
422,0.12101393432632612
423,0.17629032596563365
424,0.19439357759390163
425,0.48370011712422534
426,0.1497475598331457
427,0.13523816468444838
428,0.09819761765505919
429,0.14580817739884555
430,0.14925331927970298
431,0.20554715851081162
432,0.11157868917151204
433,0.08642642405564827
434,0.1434543728506914
435,0.11568297361675062
436,0.1620852189301124
437,0.24872482900039106
438,0.1746655336296069
439,0.11717936206931756
440,0.15303575604301556
441,0.1201247814995583
442,0.12948961324426156
443,0.16994098814717107
444,0.12799043691380385
445,0.1642759175764048
446,0.11811328994119463
447,0.2959778440032549
448,0.20286926807331507
449,0.4951602633280272
450,0.16684955480453179
451,0.1269855042350837
452,0.1459628751527935
453,0.10752576587475082
454,0.32906532040774816
455,0.14082654959912722
456,0.15093842045263528
457,0.20096117299113947
458,0.1153591138045712
459,0.10996570328312227
460,0.17117321122701545
461,0.1436858874131527
462,0.12055510348640341
463,0.1857895152166642
464,0.1295346954580826
465,0.08735088701323201
466,0.1474364958129577
467,0.1686790129310326
468,0.1784116030933971
469,0.11781752334330509
470,0.11456973828312278
471,0.10365744849426817
472,0.16646578467860917
473,0.2679560466598133
474,0.17500248385513617
475,0.1298811816803962
476,0.3302085216693774
477,0.3151926695380981
478,0.11729089856666963
479,0.11955039076984131
480,0.1675646874533836
481,0.11944711051339696
482,0.12188255786037272
483,0.17971960959779165
484,0.21120577761880566
485,0.1860754555684816
486,0.17263688918674425
487,0.1497258846882259
488,0.3145642185194878
489,0.32048244584337293
490,0.15925252075285057
491,0.207726931833772
492,0.2051294490676523
493,0.19747220496328344
494,0.11481676792246065
495,0.26335589680034543
496,0.34750617142214335
497,0.1434311856420648
498,0.21092293269505036
499,0.24355753757016252
500,0.11564048601626131
501,0.12496087320935334
502,0.11774292835641709
503,0.14071728854352195
504,0.1027383187375529
505,0.10566810828124251
506,0.10751397370599991
507,0.10905149871022357
508,0.1285143130432822
509,0.1275907677238417
510,0.12754354845725102
511,0.10456388548759343
512,0.10368874764335367
513,0.1187793302294099
514,0.13396538720075435
515,0.12449209871950662
516,0.12739136885900015
517,0.1432312671895074
518,0.13761388028366395
519,0.14069375819467966
520,0.1183244791762963
521,0.10990085562540752
522,0.11105777904670089
523,0.13267031395542528
524,0.1298316436697633
525,0.41790999120044203
526,0.12475698885428843
527,0.12353186344699241
528,0.146089513171909
529,0.13007124222425492
530,0.12686884637610496
531,0.14954258608143234
532,0.14769083812080963
533,0.36389384778011025
534,0.1250102349038439
535,0.11654174128130668
536,0.25090371501112574
537,0.11969327081075809
538,0.1307649132608244
539,0.13661021270306795
540,0.12152828310474417
541,0.1377503304001929
542,0.13758306711466828
543,0.13520178439116903
544,0.1206097269981421
545,0.116666496902748
546,0.12322567315985178
547,0.14673648043393128
548,0.14395716011480642
549,0.1375662948554186
550,0.7627771503648686
551,0.1140729044642701
552,0.10796987090584231
553,0.1349048767149743
554,0.13339609991834522
555,0.30644509064254644
556,0.13313819857025655
557,0.13810491020597693
558,0.11956244647825898
559,0.11808137090055304
560,0.18540390243422067
561,0.13083147361611736
562,0.11634844511244569
563,0.1113471636179082
564,0.12186805757055896
565,0.377234896480941
566,0.12641417673693445
567,0.1342179020325467
568,0.6994110806287253
569,0.10038740184365103
570,0.1088816732371708
571,0.12539869793178182
572,0.12753306613943205
573,0.11938123211211671
574,0.13141566676463234
575,0.13089148797357297
576,0.14297115066556776
577,0.1377151666493175
578,0.141809246148751
579,0.13825528810799104
580,0.14210052512133564
581,0.1423082659100361
582,0.12259664540795234
583,0.11447094508805356
584,0.10056843542726357
585,0.11898862117684039
586,0.12609830267092992
587,0.1337371008577577
588,0.12232708883829602
589,0.14179390363986122
590,0.12994995654656694
591,0.11779409324594592
592,0.12678467693812345
593,0.1229843486752289
594,0.12102731392533106
595,0.11653543269852029
596,0.12202806575679392
597,0.12717792636613778
598,0.1460553996682149
